0.212 0.71 0
0.186 0.596 0
0.188 0.594 0
0.122 0.724 0
0.222 0.66 0
0.264 0.582 0
0.276 0.502 0
0.214 0.452 0
0.126 0.504 0
0.11 0.55 0
0.26 0.328 0
0.438 0.294 0
0.428 0.454 0
0.45 0.474 0
0.358 0.336 0
0.298 0.318 0
0.28 0.412 0
0.336 0.394 0
0.26 0.24 0
0.082 0.362 0
0.126 0.33 0
0.386 0.182 0
0.586 0.278 0
0.572 0.316 0
0.388 0.882 1
0.324 0.926 1
0.354 0.814 1
0.45 0.774 1
0.538 0.868 1
0.592 0.87 1
0.488 0.766 1
0.506 0.712 1
0.64 0.694 1
0.72 0.64 1
0.608 0.556 1
0.596 0.604 1
0.63 0.712 1
0.662 0.714 1
0.728 0.592 1
0.764 0.592 1
0.79 0.668 1
0.812 0.596 1
0.788 0.518 1
0.754 0.506 1
0.542 0.358 0
0.518 0.246 0
0.492 0.2 0
0.532 0.13 0
0.626 0.12 0
0.84 0.45 1
0.82 0.52 1
0.882 0.592 1
0.892 0.626 1
0.76 0.866 1
0.754 0.88 1
0.556 0.916 1
0.544 0.926 1
0.35 0.512 0
0.688 0.838 1
0.762 0.932 1
