0.286 0.89 0
0.2 0.78 0
0.17 0.798 0
0.19 0.872 0
0.304 0.794 0
0.234 0.654 0
0.206 0.606 0
0.138 0.68 0
0.14 0.76 0
0.376 0.844 0
0.382 0.888 0
0.358 0.848 0
0.342 0.766 0
0.338 0.662 0
0.302 0.578 0
0.25 0.476 0
0.204 0.436 0
0.142 0.506 0
0.094 0.572 0
0.094 0.662 0
0.09 0.798 0
0.092 0.886 0
0.08 0.814 0
0.078 0.61 0
0.064 0.458 0
0.082 0.346 0
0.116 0.412 0
0.182 0.6 0
0.214 0.548 0
0.186 0.376 0
0.136 0.25 0
0.13 0.146 0
0.17 0.266 0
0.25 0.388 0
0.298 0.448 0
0.332 0.522 0
0.358 0.574 0
0.384 0.638 0
0.43 0.704 0
0.472 0.832 0
0.346 0.748 0
0.232 0.714 0
0.206 0.748 0
0.382 0.83 0
0.432 0.884 0
0.462 0.926 0
0.46 0.816 0
0.428 0.796 0
0.348 0.896 0
0.294 0.956 0
0.274 0.94 0
0.224 0.764 0
0.25 0.344 0
0.262 0.232 0
0.246 0.128 0
0.254 0.128 0
0.4 0.206 1
0.436 0.26 1
0.478 0.304 1
0.49 0.368 1
0.504 0.454 1
0.52 0.516 1
0.554 0.592 1
0.61 0.71 1
0.676 0.86 1
0.724 0.89 1
0.754 0.774 1
0.724 0.66 1
0.724 0.57 1
0.69 0.408 1
0.628 0.322 1
0.554 0.208 1
0.486 0.138 1
0.47 0.106 1
0.556 0.144 1
0.558 0.242 1
0.552 0.298 1
0.57 0.372 1
0.594 0.434 1
0.636 0.522 1
0.652 0.604 1
0.664 0.684 1
0.724 0.8 1
0.76 0.88 1
0.776 0.954 1
0.854 0.884 1
0.822 0.752 1
0.822 0.72 1
0.896 0.608 1
0.888 0.48 1
0.774 0.544 1
0.79 0.644 1
0.85 0.542 1
0.76 0.466 1
0.754 0.39 1
0.792 0.296 1
0.754 0.218 1
0.71 0.254 1
0.71 0.302 1
0.71 0.162 1
0.622 0.068 1
0.532 0.064 1
0.466 0.062 1
0.434 0.098 1
0.544 0.264 1
0.554 0.384 1
0.596 0.496 1
0.646 0.542 1
0.66 0.656 1
0.698 0.718 1
0.798 0.742 1
0.886 0.814 1
0.894 0.6 1
0.888 0.344 1
0.85 0.266 1
0.126 0.258 0
0.092 0.192 0
0.076 0.102 0
0.178 0.12 0
0.178 0.186 0
0.158 0.312 0
0.124 0.45 0
0.098 0.594 0
0.07 0.77 0
0.058 0.858 0
0.086 0.914 0
0.174 0.962 0
0.21 0.876 0
0.234 0.8 0
0.396 0.858 0
0.436 0.914 0
0.47 0.946 0
0.496 0.93 0
0.358 0.542 0
0.33 0.396 0
0.314 0.338 0
0.29 0.322 0
0.404 0.6 0
0.45 0.69 0
0.538 0.802 0
0.554 0.884 0
0.554 0.906 0
0.518 0.882 0
0.498 0.894 0
0.49 0.824 0
0.472 0.78 0
0.468 0.774 0
